"j_nr";"participant_group_id";"participant_gender_group";"participant_age_under18";"participant_age_18_24";"participant_age_25_29";"participant_age_30_39";"participant_age_40_49";"participant_age_50_59";"participant_age_60_over"
"A-2024-0238";"A-2024-0238-PG1";"Mænd";0;0;0;1;1;0;0
"A-2024-0239";"A-2024-0239-PG1";"Mænd";0;3;2;0;0;0;0
"A-2024-0240";"A-2024-0240-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0241";"A-2024-0241-PG1";"Mænd";0;0;0;0;1;1;0
"A-2024-0242";"A-2024-0242-PG1";"Kvinder";0;0;0;1;0;0;0
"A-2024-0243";"A-2024-0243-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"A-2024-0244";"A-2024-0244-PG1";"Mænd";0;0;1;0;0;0;0
"A-2024-0245";"A-2024-0245-PG1";"Mænd";0;0;0;3;0;0;0
"A-2024-0245";"A-2024-0245-PG2";"Kvinder";0;0;0;1;1;0;0
"A-2024-0246";"A-2024-0246-PG1";"Non-binær";0;0;0;1;0;0;0
"A-2024-0246";"A-2024-0246-PG2";"Kvinder";0;0;0;1;0;0;0
"A-2024-0247";"A-2024-0247-PG1";"Mænd";0;0;2;0;0;0;0
"A-2024-0247";"A-2024-0247-PG2";"Kvinder";0;0;1;2;0;0;0
"A-2024-0248";"A-2024-0248-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0249";"A-2024-0249-PG1";"Kvinder";0;0;1;0;0;0;0
"A-2024-0250";"A-2024-0250-PG1";"Ønsker ikke at besvare";0;0;0;5;5;0;0
"A-2024-0251";"A-2024-0251-PG1";"Mænd";0;0;2;7;0;0;0
"A-2024-0251";"A-2024-0251-PG2";"Kvinder";0;0;2;8;0;1;0
"A-2024-0252";"A-2024-0252-PG1";"Kvinder";0;0;0;2;0;0;0
"A-2024-0253";"A-2024-0253-PG1";"Kvinder";0;0;0;1;0;0;0
"A-2024-0253";"A-2024-0253-PG2";"Mænd";0;0;0;2;0;0;0
"A-2024-0254";"A-2024-0254-PG1";"Mænd";0;1;1;0;0;0;0
"A-2024-0254";"A-2024-0254-PG2";"Kvinder";0;0;3;0;0;0;0
"A-2024-0255";"A-2024-0255-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0255";"A-2024-0255-PG2";"Kvinder";0;0;0;2;0;0;0
"A-2024-0256";"A-2024-0256-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"A-2024-0257";"A-2024-0257-PG1";"Mænd";0;0;0;0;1;0;0
"A-2024-0257";"A-2024-0257-PG2";"Kvinder";0;0;0;1;0;0;0
"A-2024-0258";"A-2024-0258-PG1";"Mænd";0;2;4;5;5;1;0
"A-2024-0258";"A-2024-0258-PG2";"Non-binær";0;0;1;0;0;0;0
"A-2024-0258";"A-2024-0258-PG3";"Kvinder";0;1;3;6;3;1;0
"A-2024-0259";"A-2024-0259-PG1";"Kvinder";0;0;1;0;0;0;0
"A-2024-0259";"A-2024-0259-PG2";"Kvinder";0;0;1;0;0;0;0
"A-2024-0260";"A-2024-0260-PG1";"Non-binær";0;0;2;0;0;0;0
"A-2024-0260";"A-2024-0260-PG2";"Mænd";0;5;5;0;0;0;0
"A-2024-0260";"A-2024-0260-PG3";"Kvinder";0;5;5;2;0;0;0
"J-2023-0078";"J-2023-0078-PG1";"Ønsker ikke at besvare";0;0;0;1;0;0;0
"J-2023-0079";"J-2023-0079-PG1";"Mænd";0;0;0;0;0;0;0
"J-2023-0080";"J-2023-0080-PG1";"Mænd";0;0;0;0;4;1;1
"J-2023-0080";"J-2023-0080-PG2";"Kvinder";1;1;0;2;1;0;0
"J-2023-0081";"J-2023-0081-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2023-0081";"J-2023-0081-PG2";"Mænd";0;0;1;3;0;0;0
"J-2023-0082";"J-2023-0082-PG1";"Ønsker ikke at besvare";0;0;10;12;14;10;4
"J-2023-0083";"J-2023-0083-PG1";"Kvinder";0;0;0;0;1;0;0
"J-2023-0083";"J-2023-0083-PG2";"Mænd";0;0;0;0;1;2;0
"J-2023-0084";"J-2023-0084-PG1";"Mænd";0;0;0;2;0;1;1
"J-2023-0085";"J-2023-0085-PG1";"Mænd";0;0;0;0;1;2;1
"J-2023-0086";"J-2023-0086-PG1";"Non-binær";0;0;0;3;0;0;0
"J-2023-0087";"J-2023-0087-PG1";"Mænd";0;0;0;0;1;0;0
"J-2023-0088";"J-2023-0088-PG1";"Mænd";0;0;0;4;0;0;0
"J-2023-0089";"J-2023-0089-PG1";"Mænd";0;0;0;6;1;1;0
"J-2023-0089";"J-2023-0089-PG2";"Kvinder";0;0;0;5;0;0;0
"J-2023-0090";"J-2023-0090-PG1";"Ønsker ikke at besvare";0;0;0;3;2;0;0
"J-2023-0091";"J-2023-0091-PG1";"Mænd";0;0;1;0;0;0;0
"J-2023-0092";"J-2023-0092-PG1";"Mænd";0;0;0;1;1;1;1
"J-2023-0093";"J-2023-0093-PG1";"Mænd";0;0;0;3;1;0;0
"J-2023-0094";"J-2023-0094-PG1";"Mænd";0;0;1;0;0;0;0
"J-2023-0094";"J-2023-0094-PG2";"Mænd";0;0;0;2;0;0;0
"J-2023-0094";"J-2023-0094-PG3";"Kvinder";0;0;0;1;0;0;0
"J-2023-0095";"J-2023-0095-PG1";"Mænd";0;0;1;2;0;0;0
"J-2023-0096";"J-2023-0096-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2023-0096";"J-2023-0096-PG2";"Mænd";0;0;0;1;2;1;0
"J-2023-0097";"J-2023-0097-PG1";"Kvinder";0;0;0;0;1;0;0
"J-2023-0098";"J-2023-0098-PG1";"Kvinder";0;0;0;0;1;0;0
"J-2023-0098";"J-2023-0098-PG2";"Mænd";0;0;0;1;1;0;0
"J-2023-0099";"J-2023-0099-PG1";"Mænd";0;0;0;0;0;4;0
"J-2023-0100";"J-2023-0100-PG1";"Mænd";0;0;0;3;1;0;0
"J-2023-0101";"J-2023-0101-PG1";"Mænd";0;0;4;3;0;0;0
"J-2023-0101";"J-2023-0101-PG2";"Kvinder";0;0;2;1;0;0;0
"J-2023-0102";"J-2023-0102-PG1";"Mænd";0;0;0;0;0;1;1
"J-2023-0102";"J-2023-0102-PG2";"Kvinder";0;0;0;3;2;0;0
"J-2023-0103";"J-2023-0103-PG1";"Mænd";0;0;0;6;0;0;0
"J-2023-0104";"J-2023-0104-PG1";"Mænd";0;0;0;0;0;1;0
"J-2023-0104";"J-2023-0104-PG2";"Mænd";0;0;0;0;2;0;0
"J-2023-0104";"J-2023-0104-PG3";"Kvinder";0;0;0;1;0;0;0
"J-2023-0105";"J-2023-0105-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2023-0105";"J-2023-0105-PG2";"Non-binær";0;0;0;0;0;0;0
"J-2023-0105";"J-2023-0105-PG3";"Mænd";0;0;0;0;1;0;0
"J-2023-0105";"J-2023-0105-PG4";"Kvinder";0;0;0;0;0;0;0
"J-2023-0106";"J-2023-0106-PG1";"Mænd";0;0;0;1;1;1;0
"J-2023-0107";"J-2023-0107-PG1";"Kvinder";0;0;0;0;0;1;1
"J-2023-0107";"J-2023-0107-PG2";"Mænd";0;0;0;0;1;2;2
"J-2023-0108";"J-2023-0108-PG1";"Mænd";0;0;1;2;1;0;0
"J-2023-0108";"J-2023-0108-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2023-0109";"J-2023-0109-PG1";"Mænd";0;0;1;1;2;1;1
"J-2023-0109";"J-2023-0109-PG2";"Kvinder";0;0;1;1;0;3;0
"J-2023-0110";"J-2023-0110-PG1";"Kvinder";0;0;0;0;0;0;1
"J-2023-0110";"J-2023-0110-PG2";"Mænd";0;0;0;0;2;1;0
"J-2023-0111";"J-2023-0111-PG1";"Mænd";0;0;0;0;3;4;0
"J-2023-0112";"J-2023-0112-PG1";"Mænd";0;0;0;1;2;2;0
"J-2023-0113";"J-2023-0113-PG1";"Mænd";0;0;0;0;0;3;0
"J-2023-0114";"J-2023-0114-PG1";"Kvinder";0;0;1;0;0;0;0
"J-2023-0115";"J-2023-0115-PG1";"Mænd";0;0;0;1;1;0;1
"J-2023-0116";"J-2023-0116-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2023-0117";"J-2023-0117-PG1";"Mænd";0;0;0;0;3;1;0
"J-2023-0118";"J-2023-0118-PG1";"Kvinder";0;0;0;0;1;0;0
"J-2023-0118";"J-2023-0118-PG2";"Mænd";0;0;0;0;0;1;0
"J-2023-0118";"J-2023-0118-PG3";"Mænd";0;0;0;0;0;1;0
"J-2023-0118";"J-2023-0118-PG4";"Mænd";0;0;0;1;0;0;0
"J-2023-0118";"J-2023-0118-PG5";"Mænd";0;0;0;1;0;0;0
"J-2023-0119";"J-2023-0119-PG1";"Kvinder";0;3;5;5;2;0;0
"J-2023-0119";"J-2023-0119-PG2";"Mænd";0;4;2;4;2;0;0
"J-2023-0120";"J-2023-0120-PG1";"Mænd";0;0;0;0;0;1;0
"J-2023-0120";"J-2023-0120-PG2";"Mænd";0;0;0;0;1;0;0
"J-2023-0120";"J-2023-0120-PG3";"Mænd";0;0;0;0;0;1;0
"J-2023-0120";"J-2023-0120-PG4";"Kvinder";0;0;0;0;1;0;0
"J-2023-0121";"J-2023-0121-PG1";"Mænd";0;0;0;1;0;0;0
"J-2023-0122";"J-2023-0122-PG1";"Mænd";0;0;2;4;1;0;1
"J-2023-0122";"J-2023-0122-PG2";"Kvinder";0;0;3;4;0;0;0
"J-2023-0123";"J-2023-0123-PG1";"Mænd";0;0;0;0;1;0;1
"J-2023-0124";"J-2023-0124-PG1";"Mænd";0;0;0;2;4;0;0
"J-2023-0125";"J-2023-0125-PG1";"Mænd";0;1;0;1;0;0;1
"J-2023-0125";"J-2023-0125-PG2";"Kvinder";0;0;1;0;0;0;0
"J-2023-0125";"J-2023-0125-PG3";"Kvinder";0;0;1;0;0;0;0
"J-2023-0126";"J-2023-0126-PG1";"Mænd";0;0;1;2;0;0;0
"J-2023-0127";"J-2023-0127-PG1";"Mænd";0;1;0;0;0;0;0
"J-2023-0128";"J-2023-0128-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2023-0128";"J-2023-0128-PG2";"Mænd";0;0;1;2;0;0;0
"J-2023-0129";"J-2023-0129-PG1";"Mænd";0;0;0;1;0;0;0
"J-2023-0130";"J-2023-0130-PG1";"Kvinder";0;0;0;0;0;1;0
"J-2023-0131";"J-2023-0131-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2023-0132";"J-2023-0132-PG1";"Mænd";0;0;0;3;0;0;0
"J-2023-0133";"J-2023-0133-PG1";"Non-binær";0;0;0;3;0;0;0
"J-2023-0133";"J-2023-0133-PG2";"Kvinder";0;0;4;0;0;0;0
"J-2023-0133";"J-2023-0133-PG3";"Mænd";0;0;0;3;0;0;0
"J-2023-0134";"J-2023-0134-PG1";"Mænd";0;0;1;3;1;1;2
"J-2023-0135";"J-2023-0135-PG1";"Mænd";0;0;0;0;0;0;1
"J-2023-0136";"J-2023-0136-PG1";"Mænd";0;0;0;1;1;0;1
"J-2023-0137";"J-2023-0137-PG1";"Mænd";0;0;0;0;2;2;0
"J-2023-0138";"J-2023-0138-PG1";"Mænd";0;0;0;0;0;1;0
"J-2023-0138";"J-2023-0138-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2023-0139";"J-2023-0139-PG1";"Mænd";0;1;1;1;0;0;0
"J-2023-0140";"J-2023-0140-PG1";"Mænd";0;0;0;0;0;1;0
"J-2023-0140";"J-2023-0140-PG2";"Kvinder";0;0;0;0;3;0;0
"J-2023-0141";"J-2023-0141-PG1";"Mænd";0;0;0;2;3;0;0
"J-2023-0142";"J-2023-0142-PG1";"Kvinder";0;0;0;0;1;0;0
"J-2023-0142";"J-2023-0142-PG2";"Mænd";0;0;0;0;0;1;3
"J-2023-0143";"J-2023-0143-PG1";"Mænd";0;0;0;1;0;0;0
"J-2023-0143";"J-2023-0143-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2023-0144";"J-2023-0144-PG1";"Mænd";0;0;0;0;0;1;0
"J-2023-0144";"J-2023-0144-PG2";"Mænd";0;0;0;0;3;0;0
"J-2023-0144";"J-2023-0144-PG3";"Kvinder";0;0;0;1;0;0;0
"J-2023-0145";"J-2023-0145-PG1";"Kvinder";0;0;0;0;1;1;0
"J-2023-0146";"J-2023-0146-PG1";"Mænd";0;0;0;0;1;2;0
"J-2023-0147";"J-2023-0147-PG1";"Mænd";0;0;0;0;1;2;1
"J-2023-0148";"J-2023-0148-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2023-0148";"J-2023-0148-PG2";"Kvinder";0;0;0;0;0;1;0
"J-2023-0149";"J-2023-0149-PG1";"Mænd";0;0;0;0;0;1;0
"J-2023-0150";"J-2023-0150-PG1";"Mænd";0;2;1;0;0;0;0
"J-2023-0151";"J-2023-0151-PG1";"Mænd";0;0;0;0;2;2;3
"J-2023-0152";"J-2023-0152-PG1";"Mænd";0;0;0;1;5;0;2
"J-2023-0152";"J-2023-0152-PG2";"Kvinder";0;0;0;1;0;1;0
"J-2023-0153";"J-2023-0153-PG1";"Non-binær";0;0;0;0;1;0;0
"J-2023-0154";"J-2023-0154-PG1";"Mænd";0;1;0;1;0;0;0
"J-2023-0155";"J-2023-0155-PG1";"Kvinder";0;0;0;0;1;0;0
"J-2023-0155";"J-2023-0155-PG2";"Mænd";0;0;3;0;0;1;0
"J-2023-0156";"J-2023-0156-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2023-0156";"J-2023-0156-PG2";"Mænd";0;0;1;0;0;0;0
"J-2023-0157";"J-2023-0157-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2023-0157";"J-2023-0157-PG2";"Mænd";0;1;1;3;0;0;0
"J-2023-0158";"J-2023-0158-PG1";"Mænd";0;0;1;3;0;0;0
"J-2023-0159";"J-2023-0159-PG1";"Mænd";0;0;0;1;1;1;0
"J-2023-0160";"J-2023-0160-PG1";"Mænd";0;0;0;0;2;0;0
"J-2023-0160";"J-2023-0160-PG2";"Kvinder";0;0;0;4;0;0;0
"J-2023-0161";"J-2023-0161-PG1";"Mænd";0;0;0;0;2;0;0
"J-2023-0162";"J-2023-0162-PG1";"Mænd";0;0;1;0;1;2;0
"J-2023-0163";"J-2023-0163-PG1";"Mænd";0;1;1;1;0;0;0
"J-2023-0164";"J-2023-0164-PG1";"Mænd";0;0;0;0;16;0;0
"J-2023-0164";"J-2023-0164-PG2";"Kvinder";0;0;0;0;5;0;0
"J-2023-0165";"J-2023-0165-PG1";"Mænd";0;0;0;1;0;1;0
"J-2023-0166";"J-2023-0166-PG1";"Mænd";0;0;0;0;1;0;0
"J-2023-0167";"J-2023-0167-PG1";"Mænd";0;0;0;1;1;0;0
"J-2023-0167";"J-2023-0167-PG2";"Kvinder";0;0;4;1;0;0;0
"J-2023-0168";"J-2023-0168-PG1";"Mænd";0;0;0;0;3;0;1
"J-2023-0169";"J-2023-0169-PG1";"Mænd";0;0;1;0;0;0;0
"J-2023-0170";"J-2023-0170-PG1";"Mænd";0;0;0;1;1;0;0
"J-2023-0171";"J-2023-0171-PG1";"Kvinder";0;0;1;0;0;0;0
"J-2023-0171";"J-2023-0171-PG2";"Mænd";0;0;3;2;0;0;0
"J-2023-0172";"J-2023-0172-PG1";"Kvinder";0;0;0;3;3;0;0
"J-2023-0173";"J-2023-0173-PG1";"Mænd";0;0;0;1;1;1;0
"J-2023-0174";"J-2023-0174-PG1";"Mænd";0;0;0;0;1;0;0
"J-2023-0174";"J-2023-0174-PG2";"Mænd";0;0;0;0;1;0;0
"J-2023-0175";"J-2023-0175-PG1";"Mænd";0;0;0;1;1;1;1
"J-2023-0176";"J-2023-0176-PG1";"Mænd";0;0;0;0;1;3;0
"J-2023-0177";"J-2023-0177-PG1";"Ønsker ikke at besvare";0;0;0;4;0;2;1
"J-2023-0180";"J-2023-0180-PG1";"Kvinder";0;0;0;0;0;1;0
"J-2023-0181";"J-2023-0181-PG1";"Mænd";0;0;0;0;0;3;0
"J-2023-0182";"J-2023-0182-PG1";"Mænd";0;0;1;1;0;0;0
"J-2023-0183";"J-2023-0183-PG1";"Mænd";0;0;0;0;1;0;1
"J-2023-0183";"J-2023-0183-PG2";"Kvinder";0;0;0;0;0;1;0
"J-2023-0184";"J-2023-0184-PG1";"Mænd";0;0;0;1;0;0;0
"J-2023-0185";"J-2023-0185-PG1";"Mænd";0;0;0;1;1;5;0
"J-2023-0185";"J-2023-0185-PG2";"Kvinder";0;0;0;0;0;0;1
"J-2023-0186";"J-2023-0186-PG1";"Kvinder";0;0;1;1;0;0;0
"J-2023-0186";"J-2023-0186-PG2";"Mænd";0;0;2;0;0;0;0
"J-2023-0187";"J-2023-0187-PG1";"Mænd";0;0;0;1;4;0;0
"J-2023-0188";"J-2023-0188-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2023-0188";"J-2023-0188-PG2";"Mænd";0;0;0;2;0;0;0
"J-2023-0189";"J-2023-0189-PG1";"Mænd";0;6;0;0;0;0;0
"J-2023-0190";"J-2023-0190-PG1";"Mænd";0;0;1;0;1;2;0
"J-2023-0191";"J-2023-0191-PG1";"Mænd";0;0;0;0;3;0;0
"J-2023-0192";"J-2023-0192-PG1";"Mænd";0;0;0;5;0;0;0
"J-2023-0193";"J-2023-0193-PG1";"Mænd";0;0;0;2;2;1;0
"J-2023-0194";"J-2023-0194-PG1";"Mænd";0;0;0;0;0;0;0
"J-2023-0194";"J-2023-0194-PG2";"Mænd";0;0;0;0;0;0;0
"J-2023-0194";"J-2023-0194-PG3";"Mænd";0;0;0;0;0;0;0
"J-2023-0194";"J-2023-0194-PG4";"Mænd";0;0;0;0;0;0;0
"J-2023-0195";"J-2023-0195-PG1";"Mænd";0;0;1;2;0;0;0
"J-2023-0196";"J-2023-0196-PG1";"Mænd";0;0;0;0;4;0;0
"J-2023-0196";"J-2023-0196-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2023-0197";"J-2023-0197-PG1";"Mænd";0;0;2;0;0;0;0
"J-2023-0198";"J-2023-0198-PG1";"Mænd";0;0;0;0;2;0;1
"J-2023-0199";"J-2023-0199-PG1";"Mænd";0;0;0;0;0;3;1
"J-2023-0199";"J-2023-0199-PG2";"Kvinder";0;0;0;0;0;1;0
"J-2023-0200";"J-2023-0200-PG1";"Mænd";0;0;1;0;2;1;0
"J-2023-0201";"J-2023-0201-PG1";"Mænd";0;0;0;1;0;1;1
"J-2023-0202";"J-2023-0202-PG1";"Mænd";0;0;0;3;0;1;2
"J-2023-0203";"J-2023-0203-PG1";"Mænd";0;0;0;4;0;0;0
"J-2023-0204";"J-2023-0204-PG1";"Mænd";0;0;1;1;0;1;1
"J-2023-0205";"J-2023-0205-PG1";"Mænd";0;0;0;1;2;1;0
"J-2023-0206";"J-2023-0206-PG1";"Mænd";0;0;0;1;0;1;1
"J-2023-0206";"J-2023-0206-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2023-0207";"J-2023-0207-PG1";"Mænd";0;0;0;1;1;1;0
"J-2023-0207";"J-2023-0207-PG2";"Kvinder";0;0;0;1;2;0;0
"J-2023-0208";"J-2023-0208-PG1";"Non-binær";0;0;0;0;1;0;0
"J-2023-0208";"J-2023-0208-PG2";"Mænd";0;0;0;0;1;1;0
"J-2023-0209";"J-2023-0209-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2023-0209";"J-2023-0209-PG2";"Non-binær";0;0;0;0;0;0;0
"J-2023-0209";"J-2023-0209-PG3";"Kvinder";0;0;0;1;0;0;0
"J-2023-0209";"J-2023-0209-PG4";"Mænd";0;0;0;3;0;0;1
"J-2023-0210";"J-2023-0210-PG1";"Mænd";0;0;0;2;0;0;0
"J-2023-0211";"J-2023-0211-PG1";"Mænd";0;0;0;0;0;1;2
"J-2023-0212";"J-2023-0212-PG1";"Mænd";0;2;1;0;0;0;0
"J-2023-0212";"J-2023-0212-PG2";"Kvinder";0;0;2;0;0;0;0
"J-2023-0213";"J-2023-0213-PG1";"Mænd";0;0;0;0;1;0;0
"J-2023-0213";"J-2023-0213-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2023-0214";"J-2023-0214-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2023-0214";"J-2023-0214-PG2";"Mænd";0;0;1;3;0;0;0
"J-2023-0215";"J-2023-0215-PG1";"Mænd";0;0;0;3;1;0;0
"J-2023-0216";"J-2023-0216-PG1";"Kvinder";0;0;0;0;1;0;0
"J-2023-0217";"J-2023-0217-PG1";"Mænd";0;0;0;0;3;0;2
"J-2023-0218";"J-2023-0218-PG1";"Mænd";0;0;0;0;1;3;0
"J-2023-0219";"J-2023-0219-PG1";"Mænd";0;0;0;0;3;0;0
"J-2023-0219";"J-2023-0219-PG2";"Kvinder";0;1;0;0;0;0;0
"J-2023-0220";"J-2023-0220-PG1";"Mænd";0;0;3;0;0;0;0
"J-2023-0221";"J-2023-0221-PG1";"Mænd";0;0;0;4;0;0;0
"J-2023-0222";"J-2023-0222-PG1";"Mænd";0;0;0;4;0;0;0
"J-2023-0223";"J-2023-0223-PG1";"Mænd";0;0;0;2;1;0;0
"J-2023-0223";"J-2023-0223-PG2";"Kvinder";0;0;0;1;1;0;0
"J-2023-0224";"J-2023-0224-PG1";"Mænd";0;0;0;1;1;1;0
"J-2023-0224";"J-2023-0224-PG2";"Kvinder";0;0;0;2;0;0;0
"J-2023-0225";"J-2023-0225-PG1";"Mænd";0;0;0;1;0;0;0
"J-2023-0225";"J-2023-0225-PG2";"Mænd";0;0;0;1;0;0;0
"J-2023-0225";"J-2023-0225-PG3";"Kvinder";0;0;0;1;0;0;0
"J-2023-0226";"J-2023-0226-PG1";"Mænd";0;0;0;0;0;2;0
"J-2023-0227";"J-2023-0227-PG1";"Ønsker ikke at besvare";0;5;20;5;4;0;0
"J-2023-0227";"J-2023-0227-PG2";"Mænd";0;0;1;2;4;3;1
"J-2023-0228";"J-2023-0228-PG1";"Mænd";0;0;0;0;2;1;1
"J-2023-0229";"J-2023-0229-PG1";"Mænd";0;0;0;2;1;0;0
"J-2023-0230";"J-2023-0230-PG1";"Mænd";0;0;0;0;1;0;0
"J-2023-0231";"J-2023-0231-PG1";"Kvinder";0;0;0;3;3;0;0
"J-2023-0232";"J-2023-0232-PG1";"Mænd";0;0;0;0;0;1;0
"J-2023-0233";"J-2023-0233-PG1";"Mænd";0;0;0;2;2;0;0
"J-2023-0234";"J-2023-0234-PG1";"Mænd";0;0;0;2;3;1;0
"J-2023-0235";"J-2023-0235-PG1";"Mænd";0;0;0;1;0;0;0
"J-2023-0235";"J-2023-0235-PG2";"Mænd";0;0;1;0;0;0;0
"J-2023-0235";"J-2023-0235-PG3";"Mænd";0;1;0;0;0;0;0
"J-2023-0235";"J-2023-0235-PG4";"Kvinder";0;0;0;1;0;0;0
"J-2023-0236";"J-2023-0236-PG1";"Mænd";0;0;1;2;1;1;0
"J-2023-0237";"J-2023-0237-PG1";"Kvinder";0;0;0;0;1;1;0
"J-2023-0238";"J-2023-0238-PG1";"Mænd";0;0;1;0;0;0;0
"J-2023-0239";"J-2023-0239-PG1";"Non-binær";0;0;0;1;0;0;0
"J-2023-0239";"J-2023-0239-PG2";"Mænd";0;0;2;0;0;0;0
"J-2023-0240";"J-2023-0240-PG1";"Mænd";0;0;0;1;1;0;0
"J-2023-0241";"J-2023-0241-PG1";"Mænd";0;0;0;0;0;0;3
"J-2023-0241";"J-2023-0241-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2023-0242";"J-2023-0242-PG1";"Mænd";0;0;0;0;1;3;0
"J-2023-0243";"J-2023-0243-PG1";"Mænd";0;0;0;1;1;2;0
"J-2023-0244";"J-2023-0244-PG1";"Mænd";0;0;0;0;1;0;0
"J-2023-0245";"J-2023-0245-PG1";"Mænd";0;0;0;0;2;0;0
"J-2023-0245";"J-2023-0245-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2023-0246";"J-2023-0246-PG1";"Mænd";0;0;0;0;1;3;0
"J-2023-0247";"J-2023-0247-PG1";"Mænd";0;0;1;1;0;0;0
"J-2023-0248";"J-2023-0248-PG1";"Mænd";0;0;0;0;0;0;0
"J-2023-0248";"J-2023-0248-PG2";"Mænd";0;0;0;0;1;0;0
"J-2023-0249";"J-2023-0249-PG1";"Mænd";0;0;0;3;1;0;0
"J-2023-0250";"J-2023-0250-PG1";"Mænd";0;0;0;0;1;1;0
"J-2023-0250";"J-2023-0250-PG2";"Kvinder";0;0;0;2;0;0;0
"J-2023-0251";"J-2023-0251-PG1";"Mænd";0;0;0;0;1;0;0
"J-2023-0251";"J-2023-0251-PG2";"Mænd";0;0;0;0;0;1;0
"J-2023-0251";"J-2023-0251-PG3";"Kvinder";0;0;0;0;0;1;0
"J-2023-0252";"J-2023-0252-PG1";"Mænd";0;4;0;0;0;0;0
"J-2023-0252";"J-2023-0252-PG2";"Kvinder";0;1;1;0;0;0;0
"J-2023-0253";"J-2023-0253-PG1";"Mænd";0;0;0;0;3;0;0
"J-2023-0254";"J-2023-0254-PG1";"Mænd";0;0;0;0;1;3;0
"J-2023-0255";"J-2023-0255-PG1";"Mænd";0;0;0;1;0;6;0
"J-2023-0256";"J-2023-0256-PG1";"Mænd";0;0;0;3;0;0;0
"J-2023-0257";"J-2023-0257-PG1";"Mænd";0;0;0;4;0;0;0
"J-2023-0258";"J-2023-0258-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2023-0258";"J-2023-0258-PG2";"Mænd";0;0;0;0;0;0;0
"J-2023-0259";"J-2023-0259-PG1";"Mænd";0;0;0;2;0;2;0
"J-2023-0260";"J-2023-0260-PG1";"Mænd";0;0;0;0;0;0;1
"J-2023-0260";"J-2023-0260-PG2";"Kvinder";0;0;0;3;1;1;0
"J-2023-0261";"J-2023-0261-PG1";"Mænd";0;0;0;1;1;2;0
"J-2023-0261";"J-2023-0261-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2023-0262";"J-2023-0262-PG1";"Mænd";0;1;0;0;0;0;0
"J-2023-0262";"J-2023-0262-PG2";"Mænd";0;1;0;0;0;0;0
"J-2023-0262";"J-2023-0262-PG3";"Mænd";0;1;0;0;0;0;0
"J-2023-0262";"J-2023-0262-PG4";"Mænd";0;1;0;0;0;0;0
"J-2023-0262";"J-2023-0262-PG5";"Mænd";0;1;0;0;0;0;0
"J-2023-0263";"J-2023-0263-PG1";"Mænd";0;0;0;0;0;3;0
"J-2023-0264";"J-2023-0264-PG1";"Mænd";0;0;0;2;0;0;0
"J-2023-0264";"J-2023-0264-PG2";"Mænd";0;0;7;0;0;0;0
"J-2023-0264";"J-2023-0264-PG3";"Kvinder";0;0;0;2;0;0;0
"J-2023-0264";"J-2023-0264-PG4";"Kvinder";0;0;1;0;0;0;0
"J-2023-0265";"J-2023-0265-PG1";"Mænd";0;0;1;2;0;0;0
"J-2023-0266";"J-2023-0266-PG1";"Mænd";0;0;0;3;1;0;0
"J-2023-0267";"J-2023-0267-PG1";"Mænd";0;0;0;0;2;1;0
"J-2023-0267";"J-2023-0267-PG2";"Kvinder";0;0;0;0;0;1;0
"J-2023-0268";"J-2023-0268-PG1";"Mænd";0;0;0;1;2;0;0
"J-2023-0269";"J-2023-0269-PG1";"Kvinder";0;1;0;1;0;0;0
"J-2023-0269";"J-2023-0269-PG2";"Mænd";0;1;4;12;0;0;0
"J-2023-0270";"J-2023-0270-PG1";"Mænd";0;0;0;0;2;0;0
"J-2023-0271";"J-2023-0271-PG1";"Mænd";0;0;0;0;0;3;1
"J-2023-0272";"J-2023-0272-PG1";"Mænd";0;0;2;3;0;0;0
"J-2023-0273";"J-2023-0273-PG1";"Kvinder";0;0;0;0;0;0;0
