"j_nr";"participant_group_id";"participant_gender_group";"participant_age_under18";"participant_age_18_24";"participant_age_25_29";"participant_age_30_39";"participant_age_40_49";"participant_age_50_59";"participant_age_60_over"
"J-2024-0163";"J-2024-0163-PG1";"Mænd";0;2;2;0;0;0;0
"J-2024-0164";"J-2024-0164-PG1";"Mænd";0;0;0;2;4;2;0
"J-2024-0164";"J-2024-0164-PG2";"Kvinder";0;0;0;0;2;0;0
"J-2024-0165";"J-2024-0165-PG1";"Mænd";0;2;1;0;0;0;0
"J-2024-0166";"J-2024-0166-PG1";"Mænd";0;0;0;0;0;0;1
"J-2024-0166";"J-2024-0166-PG2";"Kvinder";0;0;0;0;0;0;1
"J-2024-0167";"J-2024-0167-PG1";"Mænd";0;0;0;0;0;2;1
"J-2024-0167";"J-2024-0167-PG2";"Kvinder";0;0;0;1;0;1;0
"J-2024-0168";"J-2024-0168-PG1";"Mænd";0;0;0;1;2;0;0
"J-2024-0168";"J-2024-0168-PG2";"Kvinder";0;0;0;1;0;1;0
"J-2024-0169";"J-2024-0169-PG1";"Mænd";0;0;2;4;0;0;0
"J-2024-0170";"J-2024-0170-PG1";"Mænd";0;0;0;0;0;0;0
"J-2024-0171";"J-2024-0171-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2024-0171";"J-2024-0171-PG2";"Kvinder";0;0;0;1;0;0;1
"J-2024-0172";"J-2024-0172-PG1";"Mænd";0;3;2;0;0;0;0
"J-2024-0173";"J-2024-0173-PG1";"Mænd";0;0;0;5;0;0;1
"J-2024-0173";"J-2024-0173-PG2";"Kvinder";0;0;2;0;0;0;0
"J-2024-0174";"J-2024-0174-PG1";"Non-binær";0;0;0;2;0;0;0
"J-2024-0175";"J-2024-0175-PG1";"Mænd";0;0;0;0;0;0;1
"J-2024-0175";"J-2024-0175-PG2";"Mænd";0;0;0;1;0;0;0
"J-2024-0175";"J-2024-0175-PG3";"Kvinder";0;0;0;0;1;0;0
"J-2024-0176";"J-2024-0176-PG1";"Kvinder";0;0;1;0;0;0;0
"J-2024-0177";"J-2024-0177-PG1";"Mænd";0;0;0;3;1;0;0
"J-2024-0178";"J-2024-0178-PG1";"Mænd";0;2;3;0;0;0;0
"J-2024-0179";"J-2024-0179-PG1";"Mænd";0;0;0;0;1;1;1
"J-2024-0179";"J-2024-0179-PG2";"Kvinder";0;0;0;0;1;1;0
"J-2024-0180";"J-2024-0180-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2024-0181";"J-2024-0181-PG1";"Mænd";0;0;1;0;0;0;0
"J-2024-0182";"J-2024-0182-PG1";"Mænd";0;1;1;2;1;0;0
"J-2024-0182";"J-2024-0182-PG2";"Kvinder";0;1;1;5;2;0;0
"J-2024-0183";"J-2024-0183-PG1";"Mænd";0;0;0;1;0;0;1
"J-2024-0183";"J-2024-0183-PG2";"Kvinder";0;0;0;0;2;1;0
"J-2024-0184";"J-2024-0184-PG1";"Mænd";0;0;0;0;1;2;0
"J-2024-0185";"J-2024-0185-PG1";"Mænd";0;0;1;0;0;0;0
"J-2024-0186";"J-2024-0186-PG1";"Ønsker ikke at besvare";0;0;1;1;2;2;1
"J-2024-0187";"J-2024-0187-PG1";"Mænd";0;0;1;0;0;0;0
"J-2024-0187";"J-2024-0187-PG2";"Kvinder";0;0;1;0;0;0;0
"J-2024-0188";"J-2024-0188-PG1";"Mænd";0;0;0;0;2;2;1
"J-2024-0189";"J-2024-0189-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2024-0189";"J-2024-0189-PG2";"Mænd";0;0;0;3;0;0;0
"J-2024-0190";"J-2024-0190-PG1";"Mænd";0;0;0;4;1;0;0
"J-2024-0191";"J-2024-0191-PG1";"Mænd";0;0;0;4;1;0;0
"J-2024-0192";"J-2024-0192-PG1";"Mænd";0;1;2;0;0;0;0
"J-2024-0193";"J-2024-0193-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2024-0194";"J-2024-0194-PG1";"Mænd";0;25;5;0;0;0;0
"J-2024-0194";"J-2024-0194-PG2";"Kvinder";0;3;0;0;0;0;0
"J-2024-0195";"J-2024-0195-PG1";"Mænd";0;0;0;0;1;0;0
"J-2024-0195";"J-2024-0195-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2024-0196";"J-2024-0196-PG1";"Mænd";0;0;0;1;2;1;0
"J-2024-0197";"J-2024-0197-PG1";"Kvinder";0;0;0;0;2;0;0
"J-2024-0197";"J-2024-0197-PG2";"Mænd";0;0;0;4;4;0;0
"J-2024-0198";"J-2024-0198-PG1";"Mænd";0;0;0;3;0;0;0
"J-2024-0199";"J-2024-0199-PG1";"Mænd";0;0;0;0;3;1;0
"J-2024-0199";"J-2024-0199-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2024-0200";"J-2024-0200-PG1";"Mænd";0;0;0;0;1;2;1
"J-2024-0201";"J-2024-0201-PG1";"Mænd";0;0;0;3;2;0;0
"J-2024-0202";"J-2024-0202-PG1";"Mænd";0;0;0;2;0;0;0
"J-2024-0202";"J-2024-0202-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2024-0203";"J-2024-0203-PG1";"Ønsker ikke at besvare";0;0;0;8;0;0;0
"J-2024-0204";"J-2024-0204-PG1";"Mænd";0;0;1;4;0;0;0
"J-2024-0204";"J-2024-0204-PG2";"Kvinder";0;0;1;0;0;0;0
"J-2024-0205";"J-2024-0205-PG1";"Mænd";0;0;0;5;2;0;0
"J-2024-0205";"J-2024-0205-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2024-0206";"J-2024-0206-PG1";"Mænd";0;0;0;0;0;1;0
"J-2024-0207";"J-2024-0207-PG1";"Mænd";0;0;0;0;0;3;1
"J-2024-0207";"J-2024-0207-PG2";"Kvinder";0;0;0;0;0;1;0
"J-2024-0208";"J-2024-0208-PG1";"Mænd";0;0;0;0;1;2;0
"J-2024-0209";"J-2024-0209-PG1";"Mænd";0;0;0;0;1;0;0
"J-2024-0209";"J-2024-0209-PG2";"Mænd";0;0;0;0;1;0;0
"J-2024-0210";"J-2024-0210-PG1";"Mænd";0;4;4;10;5;5;0
"J-2024-0210";"J-2024-0210-PG2";"Kvinder";0;0;3;5;4;0;0
"J-2024-0211";"J-2024-0211-PG1";"Mænd";0;0;0;1;3;1;0
"J-2024-0212";"J-2024-0212-PG1";"Mænd";0;0;1;0;0;0;0
"J-2024-0213";"J-2024-0213-PG1";"Kvinder";0;0;0;0;1;0;0
"J-2024-0213";"J-2024-0213-PG2";"Mænd";0;0;2;1;0;0;0
"J-2024-0214";"J-2024-0214-PG1";"Mænd";0;0;0;1;1;1;1
"J-2024-0215";"J-2024-0215-PG1";"Mænd";0;0;0;1;5;0;0
"J-2024-0216";"J-2024-0216-PG1";"Mænd";0;0;0;0;1;0;0
"J-2024-0216";"J-2024-0216-PG2";"Kvinder";0;0;1;1;0;0;0
"J-2024-0217";"J-2024-0217-PG1";"Mænd";0;0;1;1;1;0;0
"J-2024-0217";"J-2024-0217-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2024-0218";"J-2024-0218-PG1";"Mænd";0;0;0;0;1;0;0
"J-2024-0218";"J-2024-0218-PG2";"Kvinder";0;0;2;2;0;0;0
"J-2024-0219";"J-2024-0219-PG1";"Mænd";0;0;0;1;5;7;1
"J-2024-0219";"J-2024-0219-PG2";"Kvinder";0;0;0;1;1;1;0
"J-2024-0220";"J-2024-0220-PG1";"Mænd";0;0;3;3;0;1;0
"J-2024-0220";"J-2024-0220-PG2";"Kvinder";0;0;2;2;0;0;0
"J-2024-0221";"J-2024-0221-PG1";"Mænd";0;0;2;0;1;1;0
"J-2024-0222";"J-2024-0222-PG1";"Mænd";0;1;2;0;0;0;0
"J-2024-0223";"J-2024-0223-PG1";"Mænd";0;0;0;0;1;0;0
"J-2024-0223";"J-2024-0223-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2024-0224";"J-2024-0224-PG1";"Kvinder";0;0;0;1;2;0;0
"J-2024-0224";"J-2024-0224-PG2";"Mænd";0;0;0;0;0;3;2
"J-2024-0225";"J-2024-0225-PG1";"Mænd";0;0;0;1;0;0;0
"J-2024-0225";"J-2024-0225-PG2";"Mænd";0;0;1;0;0;0;0
"J-2024-0225";"J-2024-0225-PG3";"Non-binær";0;0;1;0;0;0;0
"J-2024-0226";"J-2024-0226-PG1";"Ønsker ikke at besvare";0;0;1;3;1;0;0
"J-2024-0227";"J-2024-0227-PG1";"Mænd";0;0;0;0;2;0;0
"J-2024-0228";"J-2024-0228-PG1";"Mænd";0;0;0;1;0;1;0
"J-2024-0228";"J-2024-0228-PG2";"Kvinder";0;0;3;2;0;1;0
"J-2024-0229";"J-2024-0229-PG1";"Mænd";0;0;0;3;0;0;0
"J-2024-0230";"J-2024-0230-PG1";"Kvinder";0;0;3;0;0;0;0
"J-2024-0230";"J-2024-0230-PG2";"Mænd";0;1;10;0;0;0;0
"J-2024-0231";"J-2024-0231-PG1";"Kvinder";0;0;0;0;0;1;0
"J-2024-0232";"J-2024-0232-PG1";"Mænd";0;0;0;0;0;0;2
"J-2024-0232";"J-2024-0232-PG2";"Kvinder";0;0;0;0;0;1;1
"J-2024-0233";"J-2024-0233-PG1";"Mænd";0;0;0;0;1;0;0
"J-2024-0233";"J-2024-0233-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2024-0234";"J-2024-0234-PG1";"Mænd";0;0;0;2;0;0;0
"J-2024-0234";"J-2024-0234-PG2";"Kvinder";0;0;2;0;0;0;0
"J-2024-0235";"J-2024-0235-PG1";"Mænd";0;0;1;2;0;0;0
"J-2024-0236";"J-2024-0236-PG1";"Mænd";0;0;0;2;0;0;0
"J-2024-0237";"J-2024-0237-PG1";"Mænd";0;0;1;3;0;0;0
"J-2024-0238";"J-2024-0238-PG1";"Mænd";0;0;3;6;0;0;0
"J-2024-0239";"J-2024-0239-PG1";"Mænd";0;0;0;0;1;0;1
"J-2024-0239";"J-2024-0239-PG2";"Kvinder";0;0;0;0;0;0;1
"J-2024-0240";"J-2024-0240-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2024-0241";"J-2024-0241-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2024-0241";"J-2024-0241-PG2";"Mænd";0;0;0;1;2;0;1
"J-2024-0241";"J-2024-0241-PG3";"Kvinder";0;0;1;0;0;0;0
"J-2024-0242";"J-2024-0242-PG1";"Mænd";0;0;0;0;0;0;2
"J-2024-0242";"J-2024-0242-PG2";"Mænd";0;0;0;0;0;8;0
"J-2024-0242";"J-2024-0242-PG3";"Kvinder";0;0;0;0;0;2;0
"J-2024-0243";"J-2024-0243-PG1";"Mænd";0;0;0;0;3;0;0
"J-2024-0244";"J-2024-0244-PG1";"Mænd";0;0;0;4;0;0;0
"J-2024-0245";"J-2024-0245-PG1";"Mænd";0;0;2;2;0;1;0
"J-2024-0246";"J-2024-0246-PG1";"Mænd";0;0;1;0;0;0;0
"J-2024-0247";"J-2024-0247-PG1";"Mænd";0;0;0;0;1;2;0
"J-2024-0248";"J-2024-0248-PG1";"Mænd";0;0;0;0;0;2;0
"J-2024-0249";"J-2024-0249-PG1";"Mænd";0;0;0;3;1;0;0
"J-2024-0250";"J-2024-0250-PG1";"Kvinder";0;0;0;0;1;0;0
"J-2024-0250";"J-2024-0250-PG2";"Mænd";0;1;0;0;1;2;0
"J-2024-0251";"J-2024-0251-PG1";"Mænd";0;0;0;0;2;0;0
"J-2024-0252";"J-2024-0252-PG1";"Mænd";0;0;0;0;2;1;0
"J-2024-0253";"J-2024-0253-PG1";"Mænd";0;0;0;0;2;2;0
"J-2024-0253";"J-2024-0253-PG2";"Kvinder";0;0;0;0;0;1;1
"J-2024-0254";"J-2024-0254-PG1";"Mænd";0;0;0;0;2;0;1
"J-2024-0255";"J-2024-0255-PG1";"Kvinder";0;0;0;3;1;1;1
"J-2024-0256";"J-2024-0256-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2024-0257";"J-2024-0257-PG1";"Mænd";0;2;2;0;0;0;0
"J-2024-0258";"J-2024-0258-PG1";"Mænd";0;0;0;1;0;2;0
"J-2024-0258";"J-2024-0258-PG2";"Kvinder";0;0;0;0;2;0;0
"J-2024-0259";"J-2024-0259-PG1";"Mænd";0;0;0;4;0;0;0
"J-2024-0260";"J-2024-0260-PG1";"Mænd";0;0;1;1;1;0;0
"J-2024-0261";"J-2024-0261-PG1";"Mænd";0;0;3;0;2;0;0
"J-2024-0261";"J-2024-0261-PG2";"Kvinder";0;0;1;2;0;0;0
"J-2024-0263";"J-2024-0263-PG1";"Mænd";0;0;0;0;0;3;0
"J-2024-0264";"J-2024-0264-PG1";"Mænd";0;0;0;3;1;0;0
"J-2024-0265";"J-2024-0265-PG1";"Mænd";0;0;0;0;0;2;2
"J-2024-0266";"J-2024-0266-PG1";"Mænd";0;0;0;1;0;0;0
"J-2024-0266";"J-2024-0266-PG2";"Mænd";0;0;0;0;1;0;0
"J-2024-0267";"J-2024-0267-PG1";"Kvinder";0;0;0;0;1;0;0
"J-2024-0267";"J-2024-0267-PG2";"Mænd";0;0;0;0;1;2;0
"J-2024-0268";"J-2024-0268-PG1";"Mænd";0;0;0;1;1;0;1
"J-2024-0269";"J-2024-0269-PG1";"Mænd";0;0;2;1;0;0;0
"J-2024-0270";"J-2024-0270-PG1";"Mænd";0;0;2;0;0;0;0
"J-2024-0270";"J-2024-0270-PG2";"Kvinder";0;0;1;0;0;0;0
"J-2024-0270";"J-2024-0270-PG3";"Mænd";0;0;0;3;0;0;0
"J-2024-0271";"J-2024-0271-PG1";"Mænd";0;0;0;3;0;0;0
"J-2024-0271";"J-2024-0271-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2024-0272";"J-2024-0272-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2024-0272";"J-2024-0272-PG2";"Mænd";0;0;0;5;0;0;0
"J-2024-0273";"J-2024-0273-PG1";"Mænd";0;0;0;1;0;0;0
"J-2024-0274";"J-2024-0274-PG1";"Mænd";0;0;1;2;0;0;0
"J-2024-0275";"J-2024-0275-PG1";"Mænd";0;0;1;2;0;0;0
"J-2024-0276";"J-2024-0276-PG1";"Ønsker ikke at besvare";0;0;0;1;0;0;0
"J-2024-0277";"J-2024-0277-PG1";"Mænd";0;0;0;1;0;6;0
"J-2024-0278";"J-2024-0278-PG1";"Mænd";0;0;0;0;0;0;2
"J-2024-0279";"J-2024-0279-PG1";"Mænd";0;0;0;0;0;3;0
"J-2024-0280";"J-2024-0280-PG1";"Mænd";0;0;0;6;1;0;0
"J-2024-0281";"J-2024-0281-PG1";"Mænd";0;0;0;0;1;1;1
"J-2024-0281";"J-2024-0281-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2024-0283";"J-2024-0283-PG1";"Non-binær";0;0;0;2;0;0;0
"J-2024-0283";"J-2024-0283-PG2";"Mænd";0;0;0;4;0;0;0
"J-2024-0284";"J-2024-0284-PG1";"Mænd";0;0;0;3;1;0;0
"J-2024-0284";"J-2024-0284-PG2";"Kvinder";0;0;0;1;1;0;0
"J-2024-0285";"J-2024-0285-PG1";"Mænd";0;0;0;1;0;0;0
"J-2024-0286";"J-2024-0286-PG1";"Kvinder";0;0;1;0;0;0;0
"J-2024-0287";"J-2024-0287-PG1";"Mænd";0;0;0;3;1;0;0
"J-2024-0288";"J-2024-0288-PG1";"Mænd";0;0;0;3;0;0;0
"J-2024-0288";"J-2024-0288-PG2";"Kvinder";0;0;1;1;0;0;0
"J-2024-0289";"J-2024-0289-PG1";"Mænd";0;0;0;1;1;2;2
"J-2024-0289";"J-2024-0289-PG2";"Kvinder";0;0;0;0;1;0;1
"J-2024-0290";"J-2024-0290-PG1";"Kvinder";0;0;1;0;0;0;0
"J-2024-0291";"J-2024-0291-PG3";"Mænd";0;0;0;0;0;3;0
"J-2024-0292";"J-2024-0292-PG1";"Mænd";0;0;0;0;1;2;0
"J-2024-0293";"J-2024-0293-PG1";"Mænd";0;0;0;1;0;0;0
"J-2024-0294";"J-2024-0294-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2024-0294";"J-2024-0294-PG2";"Mænd";0;0;1;3;0;0;0
"J-2024-0295";"J-2024-0295-PG1";"Non-binær";0;0;0;2;0;0;0
"J-2024-0296";"J-2024-0296-PG1";"Mænd";0;0;1;2;0;0;0
"J-2024-0296";"J-2024-0296-PG2";"Kvinder";0;0;1;2;0;0;0
"J-2024-0297";"J-2024-0297-PG1";"Mænd";0;0;1;0;1;1;1
"J-2024-0298";"J-2024-0298-PG1";"Mænd";0;0;0;2;1;2;1
"J-2024-0298";"J-2024-0298-PG2";"Kvinder";0;0;0;2;0;0;0
"J-2024-0299";"J-2024-0299-PG1";"Mænd";0;0;2;5;0;0;0
"J-2024-0299";"J-2024-0299-PG2";"Kvinder";0;0;1;3;0;0;0
"J-2024-0300";"J-2024-0300-PG1";"Mænd";0;0;0;1;1;0;1
"J-2024-0301";"J-2024-0301-PG1";"Mænd";0;0;0;0;1;0;0
"J-2024-0302";"J-2024-0302-PG1";"Mænd";0;0;0;0;0;2;0
"J-2024-0303";"J-2024-0303-PG1";"Ønsker ikke at besvare";0;0;0;1;0;0;0
"J-2024-0304";"J-2024-0304-PG1";"Kvinder";0;0;0;2;4;0;0
"J-2024-0306";"J-2024-0306-PG1";"Mænd";0;0;2;4;0;0;0
"J-2024-0306";"J-2024-0306-PG2";"Kvinder";0;0;1;2;0;0;0
"J-2024-0307";"J-2024-0307-PG1";"Mænd";0;0;0;0;0;3;0
"J-2024-0307";"J-2024-0307-PG2";"Kvinder";0;0;1;0;0;0;0
"J-2024-0308";"J-2024-0308-PG1";"Mænd";0;0;0;1;4;0;0
"J-2024-0309";"J-2024-0309-PG1";"Mænd";0;0;0;1;3;0;0
"J-2024-0310";"J-2024-0310-PG1";"Mænd";0;0;1;0;0;0;0
"J-2024-0310";"J-2024-0310-PG2";"Mænd";0;0;0;1;0;0;0
"J-2024-0310";"J-2024-0310-PG3";"Kvinder";0;0;0;1;0;0;0
"J-2024-0311";"J-2024-0311-PG1";"Mænd";0;0;0;0;0;0;1
"J-2024-0311";"J-2024-0311-PG2";"Mænd";0;0;0;3;0;0;0
"J-2024-0311";"J-2024-0311-PG3";"Kvinder";0;0;0;1;0;0;0
"J-2024-0313";"J-2024-0313-PG1";"Ønsker ikke at besvare";0;0;0;0;1;0;0
"J-2024-0314";"J-2024-0314-PG1";"Mænd";0;0;0;0;1;0;0
"J-2024-0314";"J-2024-0314-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2024-0314";"J-2024-0314-PG3";"Kvinder";0;0;1;0;0;0;0
"J-2024-0315";"J-2024-0315-PG1";"Mænd";0;0;0;0;1;2;2
"J-2024-0316";"J-2024-0316-PG1";"Mænd";0;0;0;1;1;0;0
"J-2024-0316";"J-2024-0316-PG2";"Kvinder";0;1;0;0;0;0;0
"J-2024-0317";"J-2024-0317-PG1";"Mænd";0;0;0;3;1;0;0
"J-2024-0318";"J-2024-0318-PG1";"Mænd";0;3;2;0;0;0;0
"J-2024-0319";"J-2024-0319-PG1";"Mænd";0;0;0;0;2;1;0
"J-2024-0320";"J-2024-0320-PG1";"Mænd";0;0;1;4;12;8;0
"J-2024-0320";"J-2024-0320-PG2";"Kvinder";0;0;0;1;2;0;0
"J-2024-0321";"J-2024-0321-PG1";"Mænd";0;0;0;0;1;2;1
"J-2024-0322";"J-2024-0322-PG1";"Mænd";0;0;1;3;0;0;0
"J-2024-0323";"J-2024-0323-PG1";"Mænd";0;0;0;1;0;1;2
"J-2024-0323";"J-2024-0323-PG2";"Kvinder";0;0;0;0;0;0;1
"J-2024-0324";"J-2024-0324-PG1";"Mænd";0;0;0;0;2;1;0
"J-2024-0325";"J-2024-0325-PG1";"Mænd";0;0;0;0;2;0;1
"J-2024-0326";"J-2024-0326-PG1";"Mænd";0;0;0;0;0;0;0
"J-2024-0326";"J-2024-0326-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2024-0327";"J-2024-0327-PG1";"Mænd";0;0;0;0;4;0;0
"J-2024-0328";"J-2024-0328-PG1";"Mænd";0;0;0;0;2;0;0
"J-2024-0329";"J-2024-0329-PG1";"Mænd";0;0;0;2;1;0;0
"J-2024-0330";"J-2024-0330-PG1";"Mænd";0;1;2;1;0;0;0
"J-2024-0331";"J-2024-0331-PG1";"Mænd";0;1;1;2;0;0;0
"J-2024-0332";"J-2024-0332-PG1";"Mænd";0;0;3;1;1;3;1
"J-2024-0332";"J-2024-0332-PG2";"Mænd";0;0;1;0;0;1;0
"J-2024-0333";"J-2024-0333-PG1";"Mænd";0;0;0;0;1;0;0
"J-2024-0333";"J-2024-0333-PG2";"Kvinder";0;0;0;0;1;6;2
"J-2024-0334";"J-2024-0334-PG1";"Mænd";0;0;0;0;0;0;1
"J-2024-0334";"J-2024-0334-PG2";"Mænd";0;0;0;0;2;0;0
"J-2024-0334";"J-2024-0334-PG3";"Kvinder";0;0;0;0;0;0;1
"J-2024-0335";"J-2024-0335-PG1";"Mænd";0;0;0;1;0;0;2
"J-2024-0336";"J-2024-0336-PG1";"Mænd";0;0;0;2;0;0;0
"J-2024-0336";"J-2024-0336-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2024-0337";"J-2024-0337-PG1";"Mænd";0;0;0;0;2;1;1
"J-2024-0338";"J-2024-0338-PG1";"Kvinder";0;0;0;0;1;0;0
"J-2024-0339";"J-2024-0339-PG1";"Mænd";0;0;0;0;1;3;0
"J-2024-0340";"J-2024-0340-PG1";"Kvinder";0;2;3;0;0;0;0
"J-2024-0340";"J-2024-0340-PG2";"Mænd";0;2;2;0;0;0;0
"J-2024-0341";"J-2024-0341-PG1";"Mænd";0;0;0;0;2;1;0
"J-2024-0342";"J-2024-0342-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2024-0343";"J-2024-0343-PG1";"Mænd";0;0;0;2;2;1;0
"J-2024-0344";"J-2024-0344-PG1";"Mænd";0;0;0;1;0;0;0
"J-2024-0345";"J-2024-0345-PG1";"Mænd";0;0;0;0;2;0;0
"J-2024-0346";"J-2024-0346-PG1";"Mænd";0;0;0;2;1;0;0
"J-2024-0347";"J-2024-0347-PG1";"Mænd";0;0;0;0;1;0;0
"J-2024-0347";"J-2024-0347-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2024-0347";"J-2024-0347-PG3";"Kvinder";0;0;0;1;0;0;0
"J-2024-0348";"J-2024-0348-PG1";"Mænd";0;0;0;0;0;1;0
"J-2024-0348";"J-2024-0348-PG2";"Mænd";0;0;0;0;1;0;0
"J-2024-0348";"J-2024-0348-PG3";"Mænd";0;0;0;0;1;0;0
"J-2024-0349";"J-2024-0349-PG1";"Kvinder";0;0;0;0;0;1;0
"J-2024-0349";"J-2024-0349-PG2";"Mænd";0;0;0;0;1;0;0
"J-2024-0350";"J-2024-0350-PG1";"Mænd";0;0;3;0;0;0;0
"J-2024-0350";"J-2024-0350-PG2";"Kvinder";0;0;1;0;0;0;0
"J-2024-0351";"J-2024-0351-PG1";"Mænd";0;0;0;1;0;0;0
"J-2024-0351";"J-2024-0351-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2024-0352";"J-2024-0352-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2024-0352";"J-2024-0352-PG2";"Mænd";0;0;0;5;0;0;0
"J-2024-0353";"J-2024-0353-PG1";"Kvinder";0;0;0;0;0;0;1
"J-2024-0354";"J-2024-0354-PG1";"Mænd";0;0;0;3;0;0;0
"J-2024-0354";"J-2024-0354-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2024-0355";"J-2024-0355-PG1";"Mænd";0;0;0;2;0;0;1
"J-2024-0356";"J-2024-0356-PG1";"Mænd";0;0;0;2;0;0;1
"J-2024-0357";"J-2024-0357-PG1";"Mænd";0;0;0;2;1;0;0
"J-2024-0358";"J-2024-0358-PG1";"Mænd";0;0;0;1;0;0;0
"J-2024-0359";"J-2024-0359-PG1";"Mænd";0;0;0;3;0;0;0
"J-2024-0360";"J-2024-0360-PG1";"Mænd";0;0;1;1;0;0;1
"J-2024-0361";"J-2024-0361-PG1";"Mænd";0;0;4;1;0;0;0
"J-2024-0362";"J-2024-0362-PG1";"Mænd";0;0;0;1;5;0;0
"J-2024-0363";"J-2024-0363-PG1";"Kvinder";0;0;0;2;1;0;0
"J-2024-0364";"J-2024-0364-PG1";"Mænd";0;0;0;1;1;0;0
"J-2024-0364";"J-2024-0364-PG2";"Kvinder";0;0;0;0;2;0;0
"J-2024-0365";"J-2024-0365-PG1";"Mænd";0;0;0;1;0;0;0
"J-2024-0366";"J-2024-0366-PG1";"Mænd";0;0;0;0;0;1;0
"J-2024-0367";"J-2024-0367-PG1";"Mænd";0;0;0;0;2;0;0
"J-2024-0367";"J-2024-0367-PG2";"Mænd";0;0;0;0;0;2;0
"J-2024-0368";"J-2024-0368-PG1";"Mænd";0;0;0;1;1;0;0
"J-2024-0369";"J-2024-0369-PG1";"Mænd";0;0;6;6;8;4;4
"J-2024-0369";"J-2024-0369-PG2";"Kvinder";0;0;0;6;6;0;0
"J-2024-0371";"J-2024-0371-PG1";"Non-binær";0;0;0;1;0;0;0
"J-2024-0371";"J-2024-0371-PG2";"Mænd";0;0;0;2;0;0;0
"J-2024-0371";"J-2024-0371-PG3";"Kvinder";0;0;0;1;0;0;0
"J-2024-0372";"J-2024-0372-PG1";"Mænd";0;0;1;0;0;0;0
"J-2024-0373";"J-2024-0373-PG1";"Mænd";0;0;0;1;0;0;0
"J-2024-0373";"J-2024-0373-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2024-0374";"J-2024-0374-PG1";"Mænd";0;0;1;2;0;0;0
"J-2024-0376";"J-2024-0376-PG1";"Mænd";0;1;2;0;0;0;0
"J-2024-0377";"J-2024-0377-PG1";"Mænd";0;0;2;0;0;0;0
"J-2024-0378";"J-2024-0378-PG1";"Mænd";0;0;3;2;0;20;0
"J-2024-0378";"J-2024-0378-PG2";"Kvinder";0;0;0;1;1;1;0
"J-2024-0379";"J-2024-0379-PG1";"Mænd";0;0;0;0;1;3;1
"J-2024-0380";"J-2024-0380-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2024-0380";"J-2024-0380-PG2";"Non-binær";0;0;0;0;0;0;0
"J-2024-0380";"J-2024-0380-PG3";"Mænd";0;2;2;0;0;0;0
"J-2024-0380";"J-2024-0380-PG4";"Kvinder";0;0;0;0;0;0;0
"J-2024-0381";"J-2024-0381-PG1";"Mænd";0;0;0;3;3;0;0
"J-2024-0381";"J-2024-0381-PG2";"Kvinder";0;0;0;2;0;0;0
"J-2024-0382";"J-2024-0382-PG1";"Mænd";0;2;4;0;0;1;0
"J-2024-0382";"J-2024-0382-PG2";"Kvinder";0;0;1;2;0;0;0
"J-2024-0383";"J-2024-0383-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2024-0383";"J-2024-0383-PG2";"Mænd";0;0;5;2;1;0;1
"J-2024-0384";"J-2024-0384-PG1";"Mænd";0;0;0;0;1;1;3
"J-2024-0385";"J-2024-0385-PG1";"Mænd";0;0;0;0;0;0;0
"J-2024-0385";"J-2024-0385-PG2";"Mænd";0;0;0;0;1;0;0
"J-2024-0385";"J-2024-0385-PG3";"Mænd";0;0;0;1;0;0;0
"J-2024-0385";"J-2024-0385-PG4";"Kvinder";0;0;0;1;0;0;0
"J-2024-0386";"J-2024-0386-PG1";"Mænd";0;0;1;0;0;0;0
"J-2024-0387";"J-2024-0387-PG1";"Mænd";0;0;0;1;2;0;0
"J-2024-0387";"J-2024-0387-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2024-0388";"J-2024-0388-PG1";"Kvinder";0;0;1;0;0;0;0
